@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
'ha! that\'s always my favorite solution. must have been some cached assembly or something. irritates me to no end - every now and then asp.net screws me over - i can\'t count how many hours i\'ve wasted over the years chasing ghosts.',good
'what algorithm are you using to classify the spam? what language are you using to build the model? if you are asking generically, then your question is not a programming question and would be better posted on cross validated',good
'thanks, yes i just noticed that it can be spammed and be a problem. i\'ll createwallet at register instead. i have a function that deletes the inactive users every certain time which i\'ll use to delete inactive user\'s wallets as well. still it kinda confuses me how just for clicking once it does that.',good
'please read through the help center. all of this is explained. when a question is put on hold and edited, it was put in a queue where people can vote to reopen it. you\'re being impatient.',good
'actually someone is downvoting all of my posts',good
'any reason for the downvote?',good
'btw you don\'t need all those escapes',good
'i was wasting a lot of time trying to find whats wrong with my pojos. this finally was the biggest help',good
'it\'s impossible to say a-priori because even if we just go ahead and assume that the second way results in a conditional move rather than a branch, that is neither strictly worse nor strictly better than a branch. it depends. but we can\'t even assume that, so we know even less than that.',good
'who downvoted the answer given by paul smith aka',good
'if those who are downvoting my question could tell me why they are doing it i\'d gladly use the information to improve my question so i don\'t get banned',good
'and exactly what do you expect us to do? you\'ve provided no details about anything useful how do you communicate with your device? what\'s the communication protocol? what commands does the device expect? blah blah blah blah. we are not here to do your job for you, especially when you can\'t be bothered to even explain what your job is in anything other than top-level managerial terms.',good
'i agree, at first i liked john p\'s answer, but then reconsidered because i don\'t trust users. they may be smart, but they do really dumb things',good
'trust me - if upgrading was an option we\'d be very close to the latest, always. but in this company , its like impossible to get a unix admin to do anything for us. this is a javaoracle business and they\'re always on the latest of everything. but if we ask for anything we\'re the red-headed step children.',good
'well it sounds easier to do this unless you want to spam users in sending them an email for every version and or release to go download it. what would you think?',good
'be patient, things takes time. you got any way my up vote',good
'aside might go faster. if you don\'t care about order, might go fastest.',good
'i\'m not sure old database quite describes a product that came out years ago and hasn\'t even been supported for almost a decade! but how about a manual pivot, something like this stackoverflow.comquestionspivot-using-sql-server-',good
'why the downvote? comment plz.',good
'it was a dumb mistake. sorry guys. the guy on the comment below helped me.',good
'i\'m new to this community but i think it\'s a qa site. i asked you\'re supposed to answer if you want.',good
'what part of don\'t you understand?',good
'i assume you mean git branches? at this stage no - everything is sitting in repository. usually a team will fork off the main repo and then merge their changes back in later.',good
'true. apologies for sounding harsh, i just wanted to point out potential problems with the approach to make sure op is aware. it is up to him to decide what he really wants and sees fitting.',good
'spamming unrelated language tags is an excellent way to give your question maximum negative attention, in order to get it down-voted by as many people as possible.',good
'i\'d recommend aaron\'s articles every day - he has a series of articles called bad habits to kick, everyone of them that i\'ve read was great.',good
'it does? i suppose i\'m a bit too lazy too.',good
'to add to andy\'s comment - if you don\'t override in a way that\'s consistent with , expect bad things to happen in potentially unexpected places. it\'s always worth making sure that you override them both consistently or don\'t override them at all.',good
'w o n d e r f u l',good
'if it helps - just print the output of your script normally and pipe it through the tee command that will fork your script\'s output into multiple out streams.',good
'the op doesn\'t want closures and you present him, um.disguised closures?',good
'why do you regard such things as happenstance? if you don\'t like the language dennis ritchie invented, invent something else. don\'t try to name-drop off the language that became popular precisely because it supported the kinds of abilities',good
